#,ST,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
733,Arizona,Bachelor,"$7,705.28","$25,290.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$382.09
734,Arizona,High School or Below,"$7,039.26","$24,239.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$48.35
735,California,Bachelor,"$8,838.09","$82,664.00",$114.00,1/3/00,Personal Auto,SUV,$133.43
736,Arizona,Bachelor,"$8,733.53","$83,210.00",$110.00,1/0/00,Personal Auto,Sports Car,$528.00
737,Oregon,Bachelor,"$9,597.47","$38,736.00",$81.00,1/0/00,Personal Auto,Two-Door Car,$561.41
738,California,College,"$4,506.66",$0.00,$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
739,Oregon,College,"$17,857.97","$55,437.00",$64.00,1/1/00,Personal Auto,Four-Door Car,$445.29
740,Washington,Bachelor,"$2,497.81","$68,041.00","$6,464.00",1/0/00,Personal Auto,Two-Door Car,$165.57
741,Oregon,Master,"$5,426.14",$0.00,$71.00,1/0/00,Corporate Auto,Four-Door Car,$408.00
742,California,High School or Below,"$7,998.14","$29,066.00",$100.00,1/0/00,Personal Auto,SUV,$844.23
743,Nevada,Bachelor,"$2,897.62","$54,337.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
744,Oregon,High School or Below,"$11,599.50","$67,616.00",$96.00,1/0/00,Personal Auto,Four-Door Car,$340.31
745,California,Bachelor,"$15,147.93","$41,082.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$106.65
746,Washington,High School or Below,"$5,435.77",$0.00,"$10,202.00",1/0/00,Personal Auto,Four-Door Car,$626.12
747,Nevada,Master,"$2,725.36","$36,650.00",$69.00,1/1/00,Personal Auto,Four-Door Car,$56.60
748,Oregon,College,"$13,297.71","$50,631.00",$112.00,1/4/00,Special Auto,SUV,$784.66
749,California,College,"$9,927.05","$19,592.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$441.60
750,Washington,High School or Below,"$17,771.55",$0.00,$114.00,1/0/00,Personal Auto,Two-Door Car,$547.20
751,Arizona,College,"$18,269.27","$55,761.00",$115.00,1/0/00,Personal Auto,Sports Car,$86.28
752,California,College,"$2,722.21","$17,576.00",$71.00,1/0/00,Special Auto,Four-Door Car,$398.50
753,California,Bachelor,"$7,083.21","$41,449.00",$89.00,1/0/00,Personal Auto,Four-Door Car,$63.52
754,California,Bachelor,"$10,179.72","$14,290.00",$271.00,1/0/00,Personal Auto,Luxury SUV,"$1,300.80"
755,Nevada,College,"$5,889.51","$62,007.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$120.02
756,Arizona,High School or Below,"$15,771.39","$21,921.00",$206.00,1/0/00,Corporate Auto,Luxury SUV,"$1,254.14"
757,Arizona,Bachelor,"$5,288.17","$42,621.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
758,Oregon,College,"$27,580.55",$0.00,$87.00,1/1/00,Personal Auto,Four-Door Car,$417.60
759,Washington,High School or Below,"$7,778.53","$63,786.00",$196.00,1/0/00,Corporate Auto,Luxury SUV,$798.00
760,California,High School or Below,"$7,341.86",$0.00,$104.00,1/3/00,Personal Auto,Sports Car,$82.04
761,California,High School or Below,"$7,919.20","$82,877.00",$99.00,1/1/00,Personal Auto,Two-Door Car,$22.82
762,Arizona,College,"$2,163.87",$0.00,$63.00,1/0/00,Corporate Auto,Two-Door Car,$302.40
763,Nevada,High School or Below,"$9,787.81","$10,475.00",$88.00,1/1/00,Personal Auto,Two-Door Car,$422.40
764,Oregon,High School or Below,"$5,207.64","$21,952.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
765,Oregon,Bachelor,"$21,147.28","$49,721.00",$132.00,1/0/00,Corporate Auto,Sports Car,$639.97
766,California,College,"$12,280.77","$88,340.00",$102.00,1/0/00,Personal Auto,Two-Door Car,$489.60
767,California,College,"$2,441.39",$0.00,$65.00,1/0/00,Personal Auto,Four-Door Car,$312.00
768,Oregon,Bachelor,"$6,535.56",$0.00,$65.00,1/0/00,Corporate Auto,Four-Door Car,$468.00
769,Washington,College,"$9,206.60","$24,589.00",$82.00,1/0/00,Personal Auto,Two-Door Car,$511.50
770,California,Bachelor,"$4,118.59","$69,379.00",$103.00,1/0/00,Personal Auto,Two-Door Car,$494.40
771,Nevada,Bachelor,"$4,838.21","$73,769.00",$61.00,1/2/00,Personal Auto,Four-Door Car,$239.54
772,California,College,"$4,625.55","$66,670.00",$114.00,1/0/00,Personal Auto,SUV,$518.18
773,Arizona,Bachelor,"$14,042.10","$88,854.00",$118.00,1/0/00,Personal Auto,Two-Door Car,$715.25
774,Oregon,Bachelor,"$7,546.61","$31,266.00",$193.00,1/0/00,Corporate Auto,Luxury Car,$926.40
775,California,High School or Below,"$2,514.59","$43,860.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$156.12
776,California,Bachelor,"$5,170.36","$89,284.00",$133.00,1/2/00,Corporate Auto,SUV,$402.07
777,Oregon,College,"$13,917.38","$67,267.00",$89.00,1/0/00,Corporate Auto,Four-Door Car,$94.81
778,California,High School or Below,"$11,318.13","$79,270.00",$95.00,1/3/00,Personal Auto,Four-Door Car,$456.00
779,Oregon,Bachelor,"$4,276.36","$36,692.00",$109.00,1/1/00,Personal Auto,Four-Door Car,$523.20
780,Oregon,High School or Below,"$4,322.24",$0.00,$119.00,1/0/00,Personal Auto,SUV,$571.20
781,California,College,"$8,002.31",$0.00,$107.00,1/0/00,Corporate Auto,SUV,$513.60
782,Nevada,College,"$3,885.46",$0.00,$105.00,1/0/00,Corporate Auto,Four-Door Car,$504.00
783,Oregon,College,"$4,471.78",$0.00,$135.00,1/0/00,Personal Auto,SUV,$972.00
784,California,High School or Below,"$8,496.35","$44,624.00",$71.00,1/1/00,Special Auto,Four-Door Car,$73.88
785,Arizona,College,"$22,500.88",$0.00,$71.00,1/0/00,Corporate Auto,Four-Door Car,$340.80
786,Nevada,Master,"$16,301.97","$19,614.00",$85.00,1/0/00,Personal Auto,Two-Door Car,$574.02
787,Oregon,College,"$2,319.74",$0.00,$64.00,1/0/00,Personal Auto,Four-Door Car,$632.72
788,Arizona,College,"$8,717.05","$83,846.00",$74.00,1/3/00,Special Auto,Four-Door Car,$355.20
789,Washington,College,"$2,860.11","$51,159.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$4.24
790,California,College,"$2,453.41","$83,772.00",$62.00,1/0/00,Personal Auto,Two-Door Car,$42.25
791,Arizona,College,"$5,989.77","$66,839.00",$154.00,1/0/00,Personal Auto,Sports Car,$739.20
792,Arizona,College,"$24,980.23","$88,440.00",$70.00,1/0/00,Personal Auto,Two-Door Car,$27.15
793,Arizona,Master,"$7,482.64","$25,666.00",$63.00,1/2/00,Personal Auto,Four-Door Car,$270.00
794,Oregon,High School or Below,"$2,457.58","$52,926.00",$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
795,Nevada,Bachelor,"$2,379.74",$0.00,$67.00,1/0/00,Personal Auto,Four-Door Car,$494.95
796,Washington,Bachelor,"$8,286.96","$40,001.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$142.57
797,California,College,"$2,393.92",$0.00,$70.00,1/0/00,Personal Auto,Four-Door Car,$425.27
798,Oregon,College,"$4,657.16","$18,024.00",$65.00,1/0/00,Personal Auto,Two-Door Car,$312.00
799,Oregon,College,"$13,197.93",$0.00,$68.00,1/3/00,Personal Auto,Four-Door Car,$326.40
800,Oregon,Bachelor,"$2,803.92","$23,220.00",$74.00,1/0/00,Personal Auto,Four-Door Car,$251.33
801,California,High School or Below,"$8,646.50","$64,125.00",$108.00,1/0/00,Personal Auto,SUV,$369.82
802,Oregon,College,"$7,425.87","$58,042.00",$62.00,1/0/00,Corporate Auto,Four-Door Car,$161.42
803,Oregon,High School or Below,"$4,528.74","$90,034.00",$112.00,1/0/00,Corporate Auto,SUV,$537.60
804,Nevada,High School or Below,"$2,227.07","$27,972.00",$61.00,1/0/00,Special Auto,Four-Door Car,$292.80
805,California,High School or Below,"$7,292.95",$0.00,$65.00,1/0/00,Personal Auto,Four-Door Car,$312.00
806,Arizona,Bachelor,"$3,184.36","$50,989.00",$80.00,1/0/00,Corporate Auto,Four-Door Car,$256.00
807,Arizona,Bachelor,"$11,315.20","$11,885.00",$101.00,1/0/00,Special Auto,Four-Door Car,$484.80
808,California,Bachelor,"$2,530.71","$89,451.00",$63.00,1/0/00,Special Auto,Four-Door Car,$61.77
809,Oregon,Bachelor,"$18,361.56",$0.00,$182.00,1/0/00,Personal Auto,Luxury Car,"$1,310.40"
810,Washington,Bachelor,"$8,641.53","$78,904.00",$109.00,1/0/00,Personal Auto,SUV,$250.00
811,Arizona,Doctor,"$3,278.53","$70,247.00",$83.00,1/1/00,Personal Auto,Four-Door Car,$141.80
812,Arizona,High School or Below,"$5,271.98","$32,653.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$321.60
813,Washington,High School or Below,"$3,763.64","$93,595.00",$97.00,1/4/00,Special Auto,Four-Door Car,$49.80
814,California,Master,"$13,955.57","$90,279.00",$115.00,1/0/00,Personal Auto,SUV,$372.18
815,Oregon,College,"$5,001.53",$0.00,$72.00,1/0/00,Personal Auto,Four-Door Car,$542.14
816,California,Bachelor,"$7,082.83","$53,310.00",$189.00,1/3/00,Personal Auto,Luxury Car,"$1,360.80"
817,California,College,"$7,619.48",$0.00,$105.00,1/0/00,Personal Auto,Four-Door Car,$504.00
818,Oregon,Bachelor,"$12,550.88","$22,234.00",$160.00,1/0/00,Personal Auto,SUV,$768.00
819,Washington,High School or Below,"$32,196.60","$91,375.00",$99.00,1/0/00,Personal Auto,Two-Door Car,$72.63
820,Nevada,High School or Below,"$6,793.77","$22,250.00",$86.00,1/0/00,Personal Auto,Two-Door Car,$720.60
821,Oregon,Bachelor,"$5,272.32",$0.00,$80.00,1/0/00,Personal Auto,Four-Door Car,$576.00
822,Oregon,Doctor,"$6,265.34",$0.00,$84.00,1/1/00,Personal Auto,Four-Door Car,$481.03
823,California,High School or Below,"$8,547.59","$51,179.00",$71.00,1/0/00,Corporate Auto,Four-Door Car,$466.18
824,California,Bachelor,"$2,787.42","$38,667.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$159.27
825,California,Master,"$4,626.80","$79,487.00",$114.00,1/0/00,Corporate Auto,SUV,$547.20
826,Nevada,Doctor,"$8,663.36","$67,763.00",$107.00,1/2/00,Personal Auto,Four-Door Car,$41.28
827,Nevada,High School or Below,"$3,872.22",$0.00,$62.00,1/2/00,Corporate Auto,Four-Door Car,$503.81
828,Oregon,College,"$5,170.81",$0.00,$71.00,1/0/00,Corporate Auto,Four-Door Car,$859.60
829,California,Master,"$8,960.28","$71,943.00",$112.00,1/0/00,Corporate Auto,SUV,$305.65
830,Oregon,College,"$5,471.83","$53,526.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$278.90
831,Oregon,College,"$34,931.00","$35,005.00",$295.00,1/0/00,Personal Auto,Luxury Car,"$1,416.00"
832,California,College,"$2,620.39","$24,721.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$139.96
833,Washington,College,"$19,069.50",$0.00,$102.00,1/2/00,Personal Auto,Four-Door Car,$734.40
834,Arizona,Master,"$5,757.44","$88,997.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$174.04
835,Arizona,Master,"$40,224.01","$48,587.00",$111.00,1/0/00,Personal Auto,SUV,$532.80
836,Arizona,High School or Below,"$2,701.49","$76,310.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$321.60
837,California,Bachelor,"$3,712.43","$73,205.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$37.30
838,Oregon,College,"$21,850.84","$51,056.00",$78.00,1/0/00,Personal Auto,Four-Door Car,$95.82
839,California,College,"$7,840.17","$58,414.00",$210.00,1/2/00,Personal Auto,Luxury SUV,"$1,008.00"
840,California,Bachelor,"$8,237.04","$23,940.00",$107.00,1/0/00,Personal Auto,SUV,$513.60
841,California,High School or Below,"$2,243.47",$0.00,$62.00,1/0/00,Personal Auto,Four-Door Car,$446.40
842,California,Bachelor,"$8,434.46","$44,216.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$72.21
843,California,High School or Below,"$2,227.07","$27,972.00",$61.00,1/0/00,Corporate Auto,Four-Door Car,$292.80
844,Arizona,High School or Below,"$5,170.03",$0.00,$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
845,California,Master,"$2,641.45","$29,305.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$475.20
846,California,College,"$2,790.68","$53,882.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
847,Oregon,College,"$2,745.13","$91,757.00",$69.00,1/1/00,Personal Auto,Four-Door Car,$331.20
848,California,Bachelor,"$7,579.53","$33,906.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$401.59
849,Oregon,Bachelor,"$10,978.78","$68,158.00",$139.00,1/1/00,Personal Auto,SUV,$253.18
850,California,College,"$8,255.06",$0.00,$134.00,1/3/00,Personal Auto,SUV,$643.20
851,Oregon,College,"$4,747.73","$42,165.00",$123.00,1/0/00,Corporate Auto,SUV,$799.67
852,Washington,College,"$3,540.90",$0.00,$101.00,1/0/00,Personal Auto,SUV,$727.20
853,California,Doctor,"$3,436.13","$30,817.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$91.83
854,California,Bachelor,"$2,582.19","$68,074.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$27.99
855,Washington,College,"$11,665.10","$84,978.00","$35,353.00",1/1/00,Corporate Auto,Four-Door Car,$166.77
856,California,Master,"$7,396.28","$71,135.00",$92.00,1/1/00,Personal Auto,Four-Door Car,$270.56
857,California,College,"$4,330.80",$0.00,$61.00,1/0/00,Personal Auto,Two-Door Car,$292.80
858,Oregon,Master,"$9,075.77","$37,722.00",$116.00,1/0/00,Personal Auto,Sports Car,$158.08
859,Arizona,Bachelor,"$14,635.45",$0.00,$139.00,1/0/00,Personal Auto,SUV,$667.20
860,Washington,High School or Below,"$8,564.77","$95,697.00",$107.00,1/0/00,Personal Auto,Sports Car,$178.01
861,California,College,"$11,565.69","$64,642.00",$96.00,1/0/00,Personal Auto,Four-Door Car,$404.27
862,Oregon,College,"$2,771.05","$50,071.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$18.92
863,Oregon,High School or Below,"$8,507.13","$46,754.00",$106.00,1/1/00,Personal Auto,SUV,$513.82
864,California,College,"$7,582.11","$64,801.00",$64.00,1/0/00,Corporate Auto,Four-Door Car,$268.47
865,Arizona,Bachelor,"$3,323.09","$70,410.00",$83.00,1/0/00,Personal Auto,Four-Door Car,$131.83
866,Nevada,High School or Below,"$5,234.33","$66,957.00",$131.00,1/1/00,Personal Auto,SUV,$628.80
867,Nevada,High School or Below,"$24,709.60","$24,213.00",$78.00,1/1/00,Personal Auto,Four-Door Car,$374.40
868,Washington,College,"$17,786.28","$99,790.00","$6,464.00",1/0/00,Personal Auto,Four-Door Car,$178.99
869,Oregon,Master,"$2,551.23","$79,751.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$392.24
870,Arizona,High School or Below,"$7,247.71","$86,122.00",$182.00,1/1/00,Personal Auto,Luxury SUV,$873.60
871,Arizona,Bachelor,"$4,538.85","$82,297.00",$116.00,1/0/00,Personal Auto,Sports Car,$0.38
872,Washington,College,"$31,642.10","$89,057.00",$98.00,1/0/00,Corporate Auto,Two-Door Car,$187.36
873,California,High School or Below,"$8,730.42","$43,259.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$350.40
874,Oregon,College,"$8,332.73",$0.00,$79.00,1/0/00,Personal Auto,Four-Door Car,$379.20
875,California,College,"$2,357.75","$25,064.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$297.60
876,Arizona,Master,"$4,637.16","$25,816.00",$119.00,1/0/00,Personal Auto,Sports Car,$571.20
877,California,Bachelor,"$5,357.19",$0.00,$73.00,1/0/00,Personal Auto,Four-Door Car,$350.85
878,Oregon,College,"$5,391.97","$41,662.00",$69.00,1/0/00,Corporate Auto,Four-Door Car,$217.97
879,Arizona,Bachelor,"$3,694.14","$96,170.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$441.60
880,Arizona,High School or Below,"$5,040.41","$46,072.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$25.93
881,Arizona,High School or Below,"$27,495.42","$37,931.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$475.20
882,Oregon,High School or Below,"$4,842.29","$35,127.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$297.60
883,Washington,High School or Below,"$27,382.82","$45,473.00",$76.00,1/0/00,Special Auto,Two-Door Car,$188.94
884,Nevada,College,"$5,227.10","$93,087.00",$131.00,1/3/00,Corporate Auto,Sports Car,$628.80
885,Arizona,High School or Below,"$2,590.10","$22,398.00",$67.00,1/2/00,Personal Auto,Four-Door Car,$321.60
886,California,High School or Below,"$10,536.08","$92,983.00",$87.00,1/1/00,Corporate Auto,Four-Door Car,$153.21
887,Arizona,Bachelor,"$8,581.28","$27,689.00",$239.00,1/2/00,Personal Auto,Luxury SUV,"$2,893.24"
888,California,College,"$9,463.11","$69,654.00",$118.00,1/0/00,Corporate Auto,SUV,$629.53
889,California,Bachelor,"$13,441.01","$80,744.00",$111.00,1/0/00,Personal Auto,SUV,$361.28
890,California,Bachelor,"$3,886.50",$0.00,$112.00,1/0/00,Corporate Auto,SUV,"$1,185.99"
891,Arizona,High School or Below,"$6,784.89",$0.00,$64.00,1/1/00,Personal Auto,Four-Door Car,$460.80
892,Arizona,Bachelor,"$23,594.68","$76,358.00",$66.00,1/0/00,Special Auto,Four-Door Car,$86.46
893,Oregon,Bachelor,"$2,538.63","$18,608.00",$71.00,1/0/00,Corporate Auto,Four-Door Car,$340.80
894,California,High School or Below,"$5,639.94","$73,168.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$425.80
895,Washington,Bachelor,"$11,681.37","$70,930.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$190.43
896,Washington,High School or Below,"$25,997.75","$62,262.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$193.51
897,Nevada,Master,"$13,778.37","$91,474.00",$113.00,1/0/00,Corporate Auto,Two-Door Car,$24.09
898,California,Bachelor,"$4,923.18","$61,469.00",$63.00,1/5/00,Personal Auto,Four-Door Car,$302.40
899,Arizona,High School or Below,"$2,272.34","$16,618.00",$62.00,1/0/00,Special Auto,Four-Door Car,$219.29
900,California,Bachelor,"$14,895.40","$48,081.00",$188.00,1/0/00,Personal Auto,Luxury SUV,$881.36
901,Oregon,Doctor,"$9,756.05","$67,632.00",$121.00,1/0/00,Personal Auto,Sports Car,$26.95
902,Oregon,Bachelor,"$9,422.97","$34,115.00",$119.00,1/0/00,Personal Auto,SUV,$466.12
903,Arizona,High School or Below,"$3,837.36","$23,051.00",$99.00,1/0/00,Personal Auto,Two-Door Car,$475.20
904,California,College,"$10,952.13","$23,748.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$607.10
905,Arizona,College,"$8,159.14","$40,589.00",$69.00,1/0/00,Corporate Auto,Four-Door Car,$331.20
906,California,College,"$19,480.50","$50,809.00",$83.00,1/0/00,Personal Auto,Four-Door Car,$290.38
907,Arizona,High School or Below,"$3,919.37","$66,676.00",$97.00,1/0/00,Personal Auto,Four-Door Car,$558.10
908,Nevada,Bachelor,"$7,985.14","$52,339.00",$70.00,1/3/00,Corporate Auto,Four-Door Car,$336.00
909,Oregon,Bachelor,"$12,168.74","$14,973.00",$115.00,1/0/00,Personal Auto,SUV,$828.00
910,Arizona,High School or Below,"$5,849.32",$0.00,$83.00,1/0/00,Corporate Auto,Four-Door Car,$540.51
911,Arizona,Bachelor,"$5,085.84","$31,546.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$100.05
912,California,College,"$2,903.94","$67,763.00",$73.00,1/1/00,Personal Auto,Four-Door Car,$59.86
913,Washington,College,"$6,273.17","$20,836.00",$79.00,1/0/00,Corporate Auto,Four-Door Car,$193.57
914,Washington,College,"$18,321.42","$88,592.00",$76.00,1/0/00,Corporate Auto,Four-Door Car,$199.80
915,Oregon,College,"$5,178.70","$66,943.00",$65.00,1/1/00,Special Auto,Four-Door Car,$53.08
916,Arizona,High School or Below,"$14,024.36","$81,872.00",$115.00,1/0/00,Special Auto,Four-Door Car,$256.44
917,Washington,College,"$5,309.44","$22,404.00",$70.00,1/1/00,Personal Auto,Four-Door Car,$211.14
918,California,High School or Below,"$4,949.80","$21,342.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$74.35
919,California,Bachelor,"$8,595.67","$34,621.00",$108.00,1/1/00,Corporate Auto,SUV,$621.46
920,Oregon,College,"$22,951.89","$62,396.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$307.20
921,Oregon,High School or Below,"$3,792.13","$97,212.00",$93.00,1/0/00,Personal Auto,Two-Door Car,$360.06
922,Arizona,Bachelor,"$2,755.75","$49,648.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$65.95
923,Arizona,College,"$4,880.34","$97,984.00",$61.00,1/1/00,Personal Auto,Four-Door Car,$407.45
924,California,College,"$9,051.91","$26,308.00",$114.00,1/0/00,Corporate Auto,SUV,$547.20
925,Oregon,College,"$10,115.45","$63,528.00",$256.00,1/0/00,Personal Auto,Luxury Car,"$1,228.80"
926,Nevada,College,"$8,269.08","$20,225.00",$114.00,1/1/00,Special Auto,SUV,$547.20
927,Nevada,High School or Below,"$8,071.65",$0.00,$112.00,1/0/00,Personal Auto,SUV,$806.40
928,Oregon,High School or Below,"$7,726.99","$87,620.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$24.06
929,California,Bachelor,"$8,311.14",$0.00,$72.00,1/0/00,Corporate Auto,Four-Door Car,$311.33
930,Nevada,Master,"$2,574.02","$34,990.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$42.69
931,Oregon,Bachelor,"$5,727.33","$99,934.00",$71.00,1/0/00,Special Auto,Four-Door Car,$460.32
932,Washington,Master,"$3,679.14","$60,804.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$213.23
933,Oregon,Bachelor,"$2,744.52","$94,648.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
934,California,High School or Below,"$5,636.74","$24,516.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$300.61
935,Arizona,Bachelor,"$16,870.39","$61,063.00",$85.00,1/0/00,Personal Auto,Four-Door Car,$262.50
936,California,Master,"$2,738.00",$0.00,$74.00,1/0/00,Personal Auto,Two-Door Car,$263.37
937,Oregon,Bachelor,"$4,644.70",$0.00,$64.00,1/0/00,Corporate Auto,Four-Door Car,$307.20
938,California,High School or Below,"$4,746.69","$15,169.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$302.40
939,Arizona,College,"$16,874.33","$55,390.00",$71.00,1/0/00,Corporate Auto,Two-Door Car,$256.27
940,Oregon,Bachelor,"$2,387.61","$27,592.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$297.60
941,Washington,College,"$4,465.34","$61,846.00",$112.00,1/0/00,Personal Auto,SUV,$215.82
942,Arizona,High School or Below,"$4,591.63","$83,297.00",$113.00,1/0/00,Personal Auto,SUV,$542.40
943,Arizona,College,"$13,092.59",$0.00,$188.00,1/0/00,Special Auto,Luxury Car,"$1,353.60"
944,Oregon,Bachelor,"$9,112.27",$0.00,$90.00,1/0/00,Personal Auto,Four-Door Car,$432.00
